,Rectal_Temperature,Pulse,Respiratory_Rate,Packed_Cell_Volume,Total_Protein,Surgery,Surgical_Lesion,Age_Adult,ToE_Warm,ToE_Cool,ToE_Cold,PerPul_Increased,PerPul_Reduced,PerPul_Absent,MucMem_Bright,MucMem_Pale,MucMem_Pale_Cyan,MucMem_Red,MucMem_Dark_Cyan,CapRefTime_>=3sec,Pain_Depressed,Pain_Mild,Pain_Intermittent_Severe,Pain_Continuous_Severe,Peris_Hypermotile,Peris_Hypomotile,Peris_Absent,AbdDis_Slight,AbdDis_Moderate,AbdDis_Severe,NasoTube_Slight_Gas,NasoTube_Significant_Gas,NasoReflux_>=1liter,NasoReflux_<1liter,Feces_Increased,Feces_Decreased,Feces_Absent,Abdomen_Abnormal,AbdominoAppear_Cloudy,AbdominoAppear_Serosang,Outcome_Died,Outcome_Euthanized,LesionSite_NonColonLocation,LesionSite_OtherColonLocation,LesionSite_SmallIntestine,LesionSite_LargeIntestine,LesionType_Other,LesionType_Simple,LesionType_Strangulation,LesionSubtype_Mechanical,LesionSubtype_Paralytic
15,-1.0924462954220278,1.3541226130279176,2.033943265360329,-0.047587276022449866,-0.0037346160019438787,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16,-0.06478720361399555,-0.28898201944999535,0.9051392613599253,0.7290033038561103,1.2456641919211702,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
17,-1.297978113783637,-0.8366835636092996,-0.22366474264047856,-0.14466109850726988,-0.12867449679425486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-1.0924462954220278,-0.1064148380635606,-0.5058657436405796,-0.53295638844655,0.24614514558267916,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
19,2.607126435086882,1.9931077478804393,0.8110722610265584,0.9231509488257503,2.3701231190519723,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-0.06478720361399555,0.2587195247093089,3.1627472693607332,0.049486546462370155,-0.878313781548124,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0
21,0.5518082514708179,-0.8366835636092996,-0.9762007453074145,0.3407080139168302,-0.0037346160019438787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.9628718881940366,-1.1105343356889519,0.7170052606931914,0.2436341914320102,0.49602490716730224,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
23,0.3462764331092085,-0.28898201944999535,3.1627472693607332,0.43778183640165025,0.24614514558267916,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
24,-0.06478720361399555,-0.28898201944999535,-1.3524687466408825,0.5348556588864702,-0.3785542583788779,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
25,-0.6813826586988235,-0.28898201944999535,1.4695412633601272,-0.14466109850726988,-0.12867449679425486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.3462764331092085,0.2587195247093089,0.3407372593597234,-0.2417349209920899,0.24614514558267916,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
27,-0.6813826586988235,-0.8366835636092996,-1.3524687466408825,-0.82417785590101,-1.627953066301992,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
28,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,-0.14466109850726988,-0.12867449679425486,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29,-0.8869144770604183,-0.8366835636092996,-0.22366474264047856,-0.047587276022449866,0.9957844303365483,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-0.8869144770604183,1.3541226130279176,0.3407372593597234,1.9909629961587705,0.8708445495442363,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,-1.9145735688684504,1.9018241571872219,-1.3524687466408825,0.6319294813712902,1.7454237150904153,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
32,-1.9145735688684504,-0.28898201944999535,-0.22366474264047856,-0.2417349209920899,-0.2536143775865669,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33,0.1407446147476138,-0.1064148380635606,0.1526032586929894,0.3407080139168302,2.2451832382596613,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
34,-0.06478720361399555,1.5366897944143523,0.3407372593597234,0.6319294813712902,-0.2536143775865669,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
35,-0.06478720361399555,1.7192569758007872,-0.22366474264047856,2.670479753552511,1.9953034766750395,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
36,0.3462764331092085,2.0843913385736568,-0.9762007453074145,0.5348556588864702,-1.003253662340435,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0
37,-0.6813826586988235,0.2587195247093089,-0.22366474264047856,1.0202247713105703,1.4955439535057933,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
38,0.9628718881940366,-0.654116382222865,-0.22366474264047856,-1.3095469683251102,-0.2536143775865669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2.196062798363678,-0.28898201944999535,-0.22366474264047856,-0.14466109850726988,-0.12867449679425486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
40,-0.06478720361399555,0.988988250255048,-0.22366474264047856,1.6997415287043105,-0.3785542583788779,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
41,1.7849991616404592,-0.28898201944999535,-0.22366474264047856,0.14656036894719018,2.1202433574673503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
42,-0.2703190219756049,-0.28898201944999535,-1.3524687466408825,0.14656036894719018,0.24614514558267916,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
43,-0.06478720361399555,2.449525701346526,-0.22366474264047856,0.6319294813712902,-0.12867449679425486,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
44,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,1.1172985937953903,0.1212052647903682,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
45,-0.06478720361399555,2.449525701346526,-0.22366474264047856,1.4085200612498505,-0.3785542583788779,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
46,-0.47585084033721425,-0.28898201944999535,-1.0702677456407814,1.8938891736739505,0.8708445495442363,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
47,-1.297978113783637,-0.8366835636092996,-0.9762007453074145,-0.82417785590101,-0.3785542583788779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1.57946734327885,0.6238538874821785,1.6576752640268613,0.8260771263409303,-0.3785542583788779,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
49,-1.9145735688684504,0.8064210688686132,2.033943265360329,2.670479753552511,-1.627953066301992,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
50,0.9628718881940366,-0.9279671543025171,-0.22366474264047856,0.3407080139168302,-0.12867449679425486,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
51,-1.5035099321452463,0.8064210688686132,0.9051392613599253,-0.14466109850726988,-0.12867449679425486,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
52,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,-0.2417349209920899,1.1207243111288594,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
53,0.9628718881940366,-1.201817926382169,-0.5999327439739466,-0.43588256596173,-0.5034941391711889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
54,-0.06478720361399555,2.175674929266874,0.9051392613599253,1.1172985937953903,1.6204838342981043,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
55,0.9628718881940366,-0.28898201944999535,-0.5999327439739466,-0.72710403341619,-0.12867449679425486,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
56,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,-2.0861375482036704,-0.12867449679425486,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
57,-0.06478720361399555,-0.1064148380635606,0.9051392613599253,-0.3388087434769099,1.1207243111288594,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
58,-0.06478720361399555,-0.28898201944999535,-0.5999327439739466,0.7290033038561103,-1.128193543132746,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0
59,-0.06478720361399555,1.3541226130279176,-0.22366474264047856,1.4085200612498505,-0.12867449679425486,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
60,-0.6813826586988235,-0.8366835636092996,0.5288712600264573,-0.82417785590101,-0.12867449679425486,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
61,0.7573400698324272,-0.28898201944999535,-0.22366474264047856,-0.14466109850726988,1.1207243111288594,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-0.6813826586988235,0.988988250255048,-0.41179874330721256,1.7968153511891305,1.4955439535057933,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
63,0.1407446147476138,-0.28898201944999535,-0.9762007453074145,1.8938891736739505,1.7454237150904175,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
64,1.7849991616404592,-0.1064148380635606,0.9051392613599253,-0.14466109850726988,0.8708445495442363,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
65,-0.06478720361399555,-0.28898201944999535,0.9051392613599253,-1.8919899032340302,0.49602490716730224,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
66,-0.47585084033721425,0.2587195247093089,-0.22366474264047856,1.2143724162802103,0.7459046687519253,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
67,0.5518082514708179,-0.5628327915296475,-0.22366474264047856,0.3407080139168302,0.49602490716730224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
68,-0.06478720361399555,-0.654116382222865,-0.9762007453074145,0.9231509488257503,0.49602490716730224,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
69,-0.2703190219756049,-0.8366835636092996,-1.3524687466408825,-0.3388087434769099,-0.6284340199635009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
70,-2.325637205591669,-0.28898201944999535,-0.5999327439739466,-0.2417349209920899,0.9957844303365472,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
71,-0.6813826586988235,-0.8366835636092996,0.1526032586929894,0.049486546462370155,-1.128193543132746,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,-0.8869144770604183,-0.47154920083643015,-0.22366474264047856,-0.14466109850726988,-0.12867449679425486,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
73,-0.06478720361399555,-0.654116382222865,-0.22366474264047856,0.8260771263409303,0.8708445495442363,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
74,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,-0.82417785590101,-2.37759235105586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
75,-0.06478720361399555,1.5366897944143523,-0.22366474264047856,0.2436341914320102,-1.378073304717369,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
76,-1.0924462954220278,-1.2931015170753866,-0.5999327439739466,-0.82417785590101,-0.0037346160019427694,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77,1.1684037065556458,-0.654116382222865,-0.5999327439739466,-1.2124731458402902,1.1207243111288594,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,-0.06478720361399555,-0.28898201944999535,-0.22366474264047856,0.049486546462370155,-1.128193543132746,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
79,-1.297978113783637,1.3541226130279176,-0.7880667446406805,2.2821844636132305,2.6200028806365965,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
80,-0.06478720361399555,1.445406203721135,0.8110722610265584,0.14656036894719018,-0.5034941391711889,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0
81,-1.7090417505068556,-1.201817926382169,-0.22366474264047856,-0.92125167838583,-0.12867449679425486,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
82,-0.06478720361399555,1.5366897944143523,-0.22366474264047856,-0.92125167838583,-1.378073304717369,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
83,-0.2703190219756049,-0.28898201944999535,-0.22366474264047856,2.1851106411284107,1.2456641919211702,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
84,-0.6813826586988235,-0.28898201944999535,-0.22366474264047856,-0.53295638844655,-0.12867449679425486,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
85,-0.2703190219756049,-0.5628327915296475,0.3407372593597234,-0.047587276022449866,-0.7533739007558119,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
86,-0.06478720361399555,0.988988250255048,1.2814072626933932,0.43778183640165025,1.1207243111288594,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
87,-0.06478720361399555,-1.201817926382169,-0.9762007453074145,0.43778183640165025,0.24614514558267916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
88,1.7849991616404592,-0.1064148380635606,1.2814072626933932,-0.3388087434769099,0.8708445495442363,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
89,0.3462764331092085,-1.1105343356889519,-1.5406027473076165,-0.72710403341619,-0.8783137815481229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-0.2703190219756049,-0.654116382222865,-0.9762007453074145,0.7290033038561103,2.2451832382596613,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
